Text,True_Label,Predicted_Label
"313 A grade name that is applied to a beef carcass, bison carcass, ovine carcass, veal carcass, poultry carcass that is dressed or partially dressed, dairy product or egg must be shown as illustrated in the Compendium or the Grades Document.",0,0
"(d) have a clean, smooth and unbroken surface;",0,0
Vp can increase in numbers to a level that cause gastroenteritis when the water temperature is at 15°C or higher.,0,0
"52 Any sanitizer, agronomic input or non-food chemical agent that is in an establishment must

(a) be properly and clearly identified;",0,0
"(2) In addition to the requirements for each grade and subject to the general tolerances set out in section 65, peaches of all grades must

(a) be properly packaged;",0,0
(f) be uniform in size and regular in shape.,1,1
The size designation must be shown in close proximity to the grade name in characters that are at least 1.6 mm in height.,0,0
"(2) The grade name of a poultry carcass must be shown in characters that are

(a) in the case of poultry carcass that is not individually packaged or is in a container labelled “not for further processing” or « aucune transformation ultérieure » and individually wrapped, at least 1.5 mm in height;",0,0
"and (c) be labelled, in accordance with the Compendium or the Grades Document, with the applicable grade name that is set out in the Compendium or the Grades Document.",0,0
"(b) if cooked, contains at least 60% fish flesh by weight;",0,0
"Regularly monitor equipment and utensils to ensure that they are in good operating condition (for example, not showing signs of wear, no cracks).",0,0
"(c) in the case of a container, other than a tray with an overwrap or an egg carton, that contains eggs graded Canada A or Canada B, 6 mm for the word “Canada” and 13 mm for “A” or “B”;",0,0
"and (d) in the case of a container, other than a tray with an overwrap or an egg carton, that contains eggs graded Canada C or Canada Nest Run, 13 mm.",0,0
"Breaded scallops must

(a) if cooked, contain at least 60% scallop meat by weight;",0,0
The FCN process can take much less time than the petition process because of the additional time needed to prepare and publish a regulation in response to a petition.,0,0
(f) be free from bruises that affect an aggregate area per peach exceeding 19 mm (¾ inch) in diameter;,1,1
"56. In addition to the requirements for each grade and subject to the general tolerances set out in section 59, grapes of all grades must

(a) be properly packaged;",0,0
"The rule requires that measures designed to prevent Salmonella Enteritidis be adopted by virtually all egg producers with 3,000 or more laying hens whose shell eggs are not processed with a treatment, such as pasteurization, to ensure their safety. ",0,0
(b) be hand-picked and of one variety;,0,0
"and
(b) if uncooked, contain at least 75% fish flesh by weight.",0,0
"Fresh strawberries of varieties grown from the genus Fragaria must, where a grade name is applied to, or used in connection with, the fresh strawberries, meet the requirements for that grade established by the responsible Department.",0,0
"or (b) in the case of prepackaged honey other consumer prepackaged honey, in the manner set out in paragraphs 323(a) and (b).",0,0
"Subsection (1) does not apply to imported eggs (item 2) or processed fruit or vegetable products (items 34 and 35), if they are graded by a licence holder.",0,0
"Obtain a guarantee from supplier(s) that incoming materials and ingredients (for example, eggs, flour, spices, other dry ingredients, liquid whole egg and packaging materials) meet the manufacturer's purchase specifications (for example, the supplier provides a Letter of Guarantee).",0,0
"(b) a dairy product, except for a dairy product that is exported;",0,0
"For vegetables, we revised the amount derived from the baseline calculation slightly (from 3/4 c-eq down to 1/2 c-eq) for two reasons.",0,0
We are proposing to revise the saturated fat limit for dairy to ≤10 percent DV of saturated fat per RACC to allow low-fat dairy to bear the “healthy” claim provided the other proposed criteria are met.,0,0
"Infected individuals may suffer mild to severe gastrointestinal illness, short term or chronic arthritis, or even death.",0,0
"314 (1) The grade name on prepackaged eggs must be shown

(a) in the case of a tray with an overwrap or an egg carton, on the top of the tray or egg carton;",0,0
"Since that time, FDA has issued final rules updating the Nutrition Facts label and serving size information for packaged foods to reflect new scientific information.",0,0
"Such maple syrup must use the Canadian grade name in Column 2 of the Table of Import Grade Names for Imported Food, rather than the import grade name referred to in Column 3.",0,0
"and
(c) if uncooked, contains at least 67% fish flesh by weight.",0,0
"and

(b) in characters of the height that is required by another provision in this Division or, if there is no such provision, in characters of at least the minimum character height that is set out in column 2 of Schedule 6 for the area of a principal display surface that is set out in column 1.",0,0
"and

(f) the food is packaged and labelled in accordance with these Regulations.",0,0
"308 (1) Subject to subsection (2), a licence holder is authorized to apply a grade name to, and use a grade name in connection with, a food that is identified in their licence if

(a) the food meets the requirements of paragraphs 8(1)(a) to (d);",0,0
We are proposing that the added sugars content for vegetable products must be no greater than 0 percent DV per RACC.,0,0
326 A grade name that is applied to a prepackaged primal cut or sub-primal cut of a beef carcass must correspond to the grade of the beef carcass from which it is cut.,0,0
g) be free from any foreign material that would be retained on a screen having a sieve opening of 0.1778 mm and made of wire having a diameter of 0.09 mm;,1,1
"If cooked lobster meat is to be sold as unfrozen lobster meat, it must be chilled immediately after being packaged and be maintained at a temperature of 2°C or less and remain unfrozen.",0,0
"(2) The grade name is not required to be shown on trays with an overwrap or on egg cartons that are packaged inside of a second container if the grade name is shown on the second container and the second container is sent or conveyed to an establishment where eggs are graded, packaged and labelled by a licence holder.",0,0
(b) meet the requirements that are set out in the Compendium or the Grades Document in respect of the applicable grade of that food;,0,0
"If cooked lobster meat is to be sold as frozen lobster meat, it must be frozen immediately after being packaged and be maintained at a temperature of -18°C or less.",0,0
"The grades and grade names for apples are Canada Extra Fancy, Canada Fancy, Canada Commercial, Canada Hailed, Canada Commercial Cookers, Canada No. 1 Peelers and Canada No. 2 Peelers",0,0
and (c) be handled and used in a manner that does not present a risk of contamination of a food and that is in accordance with any manufacturer’s instructions.,0,0
or (c) the person who is in possession of the livestock carcass.,0,0
"(g) be used, maintained and, if necessary, calibrated in accordance with the manufacturer’s instructions and in a manner that does not present a risk of contamination of the food;",0,0
Several other materials were approved for this use during the next four years.,0,0
"(c) the size in height and width of the mark or, if a date is shown, of the mark and date in combination does not exceed 76 mm;",0,0
(c) is not mouldy;,0,0
(k) be free from gum;,0,0
"Obtain a Certificate of Analysis for each lot of flour or other ingredients at risk (for example, spices and liquid whole egg) to confirm that they do not contain Salmonella spp., pathogenic strains of E. coli or pose any other microbial hazard.",0,0
"(i) when the apples, with the exception of apples of the Fuji variety, are sold after January 31 following the year in which they were harvested, be free from watercore
(i) existing around the core and extending to the circular area formed by the vascular bundles,
(ii) surrounding the vascular bundles, where the affected areas surrounding three or more adjacent vascular bundles meet or coalesce, or
(iii) existing to more than a slight degree outside the circular area formed by the vascular bundles;",0,0
We are proposing that vegetable products be subject to the baseline values for sodium and saturated fat;,0,0
Deviations from the policy may affect participation in IREP. ,0,0
"48 (1) If a low-acid food is in a hermetically sealed package, an operator must apply the scheduled process referred to in subparagraph (3)(a)(i) and, if batch thermal treatment is applied, must use a temperature-sensitive indicator that visually indicates that the package has been thermally treated.",0,0
"328 (1) A grade stamp, roller brand or yield stamp must not be removed from a livestock carcass or a primal cut of a livestock carcass unless the removal is at the direction of and under the supervision of a grader or the livestock carcass or primal cut is being trimmed for further processing.",0,0
"Based on our baseline calculations, we are proposing that a food group equivalent of dairy equal 3/4 c-eq.",0,0
55. The grades and grade names for grapes are Canada No. 1 and Canada Domestic.,0,0
"(2) If the investigation establishes that the food presents a risk of injury to human health, the operator must immediately notify the Minister and immediately take action to mitigate the risk.",0,0
"(f) be accessible and, if necessary for its cleaning, sanitizing, maintenance or inspection, able to be easily disassembled;",0,0
Interstate milk shippers reports along with relevant laboratory test results must be made available upon request for assessment by CFIA staff.,0,0
Subsection (1) applies to imported fresh fruits or vegetables (items 4 to 33) that are packaged or repackaged in Canada after their importation.,0,0
"Obtain a certificate of analysis for each lot of ingredients to confirm that they do not contain microbial hazards (for example, Salmonella spp.)",0,0
(d) has not been in an incubator;,0,0
and (b) have a minimum diameter of 32 mm (1 1/2 inches).,1,1
"325 Maple syrup that is graded Canada Grade A and is sent or conveyed from one province to another or exported, or that is graded Grade A and is imported, must be labelled with the applicable colour class that is set out in the Compendium.",0,0
"As with vegetable products, we are proposing to lower the baseline added sugars limit to 0 percent DV per RACC for fruit products.",0,0
"5. The grades and requirements set out in sections 6 to 18 apply to apples of varieties grown from Malus domestica or Malus communis, except for miniature apples, such as Lady apples, of a diameter of 51 mm (2 inches) or less.",1,0
"63. (1) In this section, ""sized"" means the peaches in a package do not vary in diameter by more than 6 mm (¼ inch). (calibrées)",1,1
The finished product must be labelled Product of Canada as set out in regulations.,0,0
"Fresh peaches of varieties grown from Prunus persica must:
(a) meet the requirements of U.S. Fancy, U.S. Extra No. 1, U.S. No. 1 or U.S. No. 2, for peaches, other than for canning, freezing, or pulping, established by the responsible Department, except for minimum diameter;",0,0
(c) have smooth texture;,0,0
"The recommended amount of dairy in the Healthy U.S.-Style Dietary Pattern at the 2,000-calorie level is 3 c-eq per day. ",0,0
"(c) a bison carcass, ovine carcass or veal carcass;",0,0
"As stated above, the Dietary Guidelines, 2020-2025 therefore recommends increasing intake of dairy products in fat-free and low-fat forms, to replace intake of 2 percent or whole dairy.",0,0
"(2) In addition to meeting the requirements for all grades set out in section 62, peaches graded Canada No. 1 must

(a) be fairly clean;",0,0
(e) function as intended;,0,0
"Fresh topped carrots of varieties grown from Daucus carota must:
(a) meet the requirements of U.S. Extra No. 1, U.S. No. 1, U.S. No. 1 Jumbo or U.S. No. 2 for topped carrots, other than a processing grade, established by the responsible Department, except for minimum diameter and minimum length;",0,0
Monitor labelling procedures regularly to ensure that the label has the correct list of ingredients and that the correct label is applied to the correct product.,0,0
(m) be free from a combination of two or more defects referred to in paragraphs (f) to (i) and 62(2)(e) that individually do not exceed their respective tolerances but that in combination exceed the greatest area tolerance set out in any of those paragraphs;,1,1
"and
(b) if uncooked, contain at least 67.5% scallop meat by weight.",0,0
Inspect all incoming ingredients and materials at receiving to confirm that purchase specifications are met.,0,0
"(h) when the apples are sold after December 31 following the year in which they were harvested, be free from storage scald that affects more than
(i) 15% of the surface area of an apple, or
(ii) 10%, by count, of the apples in a lot;",1,0
"A portion of breaded fish flesh that weighs more than 50 g must

(a) if cooked, contain at least 66.67% fish flesh by weight;",0,0
"and

(c) honey that does not meet the requirements of the Regulations with respect to grade and that is exported, if the information on the label or the container with respect to the quality of the honey is not 0, misleading or deceptive or is not likely to create an erroneous impression.",0,0
"and (b) in the case of a lot of grapes inspected at a time other than at the time of shipping or repackaging, not more than 5% that have the same permanent defect.",0,0
"Inspect each carrier prior to receiving incoming materials and ingredients to ensure that no conditions exist (for example, unclean vehicle, state of disrepair, acceptable temperatures) that could have resulted in contamination.",0,0
and (f) be free from insects and insect larvae.,0,0
"Thus, to qualify for the “healthy” claim, we propose to allow no added sugars in fruit products (which includes products with 100 percent fruit juice).",0,0
"(b) may contain clean, sound lobster meat and roe;",0,0
"Have written procedures in place to ensure incoming honey and containers in which it is packed do not pose any biological, chemical or physical hazards and meet compositional standards of honey.",0,0
"and (g) in the case of a prepackaged poultry carcass, other than a consumer prepackaged poultry carcass, at least 6 mm in height.",0,0
Implementing the preventive measures would reduce the number of Salmonella Enteritidis infections from eggs by nearly 60 percent.,0,0
"Fresh grapes of varieties grown from Vitis vinifera or Vitis labrusca and their hybrids must meet the requirements of one of the grades for grapes, other than a processing or freezing grade, established by the responsible Department.",0,0
and (b) have not more than 5% by count of the asparagus be white in colour over more than 15% of its stalk length.,1,0
"The grades and grade names for Pacific salmon are ""Grade A"", ""Standard"", and ""Utility"".",0,0
(d) be free from hail marks;,0,0
"Although the vast majority of food contact substances are evaluated via the FCN process, it is still possible that an FCS might require evaluation via the petition process, especially if its dietary concentration is exceptionally high (on the order of 1 ppm or higher; see §170.100(c)(1)) (9). ",0,0
d) have a flavour that may be slightly off but with its honey flavour being not substantially impaired;,0,0
"306 (1) Any eggs, fish, fresh fruits or vegetables, processed fruit or vegetable products, honey, maple syrup or beef carcass in respect of which grades are prescribed by these Regulations that are sent or conveyed from one province to another or that are imported or exported must

(a) be graded;",0,0
"Chemical changes in matter can occur via primary radiolysis effects, which occur as a result of the adsorption of the energy by the absorbing matter, and can have biological consequences in the case where the target materials include living organisms.",0,0
"(b) be hand-picked, of one variety and sized;",1,0
"Whitefish, having a grade name set out in column 1 of an item of the Table of Whitefish Grading by Weight, must be packaged according to the weight of the Whitefish, set out in column 2 of the item.",0,0
"(d) have a minimum diameter
(i) in the case of peaches sold before August 15 in any year, of 54 mm (2 ⅛ inches), and
(ii) in the case of peaches sold on or after August 15 in any year, of 57 mm (2 ¼ inches);",1,0
(e) have the colour intensity set out in section 17;,0,0
"Frozen Atlantic smelts, having a grade name set out in column 1 of an item of the Table of Smelt Grading by Length, must be packaged according to the length of the fish, measured from the tip of the nose to the round of the tail of the smelt, set out in column 2 of the item.",1,0
"and
(e) may contain spices, colouring agents and not more than 2% filler by weight of the finished paste.",0,0
"Fresh topped beets of varieties grown from Beta vulgaris must:
(a) meet the requirements of U.S. No. 1 or U.S. No. 2 for topped beets, other than a processing grade, established by the responsible Department, except for minimum diameter;",0,0
(j) be free from insects and disease;,0,0
"We are proposing that individual products would need to contain a specified minimum food group equivalent per RACC (e.g.,1/2 cup of fruit, 3/4cup of dairy) to be labeled “healthy.”",0,0
Control temperature/humidity and storage practices to minimize growth of pathogenic microorganisms.,0,0
"Ionizing radiation for the treatment of packaged food can be achieved using gamma rays (with Co-60 or Cesium-137 radioisotope), electron beams, or X-rays, as specified in 21 CFR 179.26(a). ",0,0
322 (1) A processed fruit or vegetable product that is sent or conveyed from one province to another or that is imported or exported must be labelled with any applicable size designation that is set out in the Compendium.,0,0
"and

(c) the name of that foreign state of origin is clearly indicated on the label.",0,0
(b) the food is labelled in accordance with these Regulations;,0,0
the frequency will be based upon random selection to determine that the policy is being followed as outlined. ,0,0
"(d) if they are in a hermetically sealed package, mixed vegetables (macédoine), stewed tomatoes, tomato puree, tomato pulp, tomato paste, tomato ketchup and tomato chili sauce;",0,0
(h) be free from limb rub that is soft;,0,0
"or (c) ""Utility"" must be whole, head on or head off, eviscerated and not tainted, decomposed or unwholesome.",0,0
(2) Eggs that are rejected must be destroyed or be placed in a container that is labelled with the words “Rejects” and “rejetés”.,0,0
"h) contain not more than 0.1% water insoluble solids or, if its container bears the word ""pressed"" or ""de presse"", not more than 0.5% water insoluble solids;",0,0
"and (o) be free from any other damage or defect or combination of damage and defects that affects the appearance, edibility or shipping quality of the apples.",0,0
"(b) if cooked, contains at least 60% fish flesh by weight;",0,0
319 The grade name of prepackaged fish must be shown in characters that are at least 3.2 mm in height if the declaration of net quantity is 900 g or less.,0,0
Inspect all incoming ingredients and materials at receiving to confirm purchase specifications are met.,0,0
"Prepackaged fish and chips must contain french fried potatoes, at least 45% battered fish by weight and at least 25% fish flesh by weight.",0,0
(c) must be free from inedible parts;,0,0
(c) be uniformly mature and sound;,0,0
(b) is an open basket having a capacity of 12.5 L or less;,0,0
"(i) be free from plant bug damage that
(i) is sunken or pitted,
(ii) has deformed a peach, or
(iii) affects an aggregate area per peach exceeding 13 mm (½ inch) in diameter;",1,1
"Thus, we are proposing that to bear the nutrient content claim “healthy,” a vegetable product must contain at least 1/2 c-eq vegetables per RACC.",0,0
"309 A food that is imported and in respect of which no grade name is prescribed by these Regulations may be labelled with the grade designation that is established by the foreign state of origin if

(a) the food meets the requirements for the grade designation that are established by that foreign state;",0,0
"Cheddar cheese graded Canada 1 must

(a) have typical and desirable flavour and aroma;",0,0
"312 In the case of a consumer prepackaged food, the grade name must be shown

(a) on the principal display panel or in the manner set out in the Compendium;",0,0
"The grades and grade names for Frozen Atlantic smelts are ""Small Size"", ""Medium Size"", ""No. 1 Size"", and ""Extra Size"".",0,0
"Fresh pears of varieties grown from Pyrus communis must:
(a) meet the requirements of U.S. No. 1, U.S. Combination or U.S. No. 2 for summer and fall pears or U.S. Extra No. 1, U.S. No. 1, U.S. Combination or U.S. No. 2 for winter pears, established by the responsible Department;",0,0
"(b) ""Standard"" must be whole, head on or head off, properly cut and cleaned and reasonably free from entrails, physical damage, bellyburn and signs of advanced sexual maturity;",0,0
"51 (1) An establishment must be protected against the entry of any animal that presents a risk of contamination of a food, except if, in the case of any land that forms part of an establishment, there are no reasonably practicable measures that may be taken to prevent the entry of such animals onto the land.",0,0
"As described in section VI.B.3.b (“Individual foods”), for most food groups and subgroups, we determined the “food group equivalent” by dividing the daily recommended amount by four (for four eating occasions per day).",0,0
"(b) be designed, constructed and maintained to prevent contamination of the food;",0,0
"Thus, to determine whether a food that is voluntarily bearing a “healthy” nutrient content claim is misbranded and the manufacturer has committed a prohibited act, we must have access to the manufacturer's records that we are requiring be kept under proposed § 101.65(d)(4) (21 CFR 101.65(d)(4)). ",0,0
"Vp has been linked to gastroenteritis (""stomach flu"") outbreaks associated with people consuming shellfish that is raw or insufficiently cooked.",0,0
Regularly review the addition of ingredients to ensure that the correct ingredients are added as indicated in the recipe and/or formulation.,0,0
"For the fruit category, we find that there are no special circumstances that require deviation from the baseline levels for sodium and saturated fat, so we are proposing the baseline value for sodium of 10 percent DV per RACC and 5 percent DV saturated fat per RACC for fruit products.",0,0
"and f) if its container bears the word ""creamed"", ""en crème"" or another word indicating that the contents are granulated, have a texture that may be medium coarse or gritty, but not extremely coarse or gritty, and have a complete and fairly uniform granulation.",0,0
"The following are controls for incoming honey, other ingredients, food additives, processing aids and bee treatments to avoid biological, chemical or physical hazards in the honey product.

Have written specifications for incoming honey and containers in which it is packed, other ingredients, food additives, processing aids and bee treatments, including any requirements in the Food and Drugs Act and Regulations and the Safe Food for Canadians Act and Regulations.",0,0
"and
(b) contain more than 50% lobster meat by drained weight.",0,0
"If an imported food referred to in column 1 of an item of the Table of Import Grade Names for Imported Food meets the requirements of this Compendium for a Canadian grade name in Column 2 of that item, the import grade name in Column 3 is the grade name of the imported food and the imported food must be labelled with that import grade name rather than with the Canadian grade name referred to in that line in Column 2.",0,0
"6. Frozen gutted Pacific Salmon that is graded

(a) ""Grade A"" must be whole, head on or head off, properly cut and cleaned, and free from all entrails, physical damage, bellyburn and signs of advanced sexual maturity;",0,0
"(d) in the case of a dairy product, an egg, fish, a processed fruit or vegetable product, honey or maple syrup, the food has been graded by a licence holder;",0,0
331 Only graded poultry carcasses that are dressed or partially dressed and that have the same common name may be packaged in the same container.,0,0
"306 (1) Any eggs, fish, fresh fruits or vegetables, processed fruit or vegetable products, honey, maple syrup or beef carcass in respect of which grades are prescribed by these Regulations that are sent or conveyed from one province to another or that are imported or exported must

(a) be graded;",0,0
"Fresh plums and fresh prunes, of varieties grown from Prunus domestica, Prunus insititia or Prunus salicina and their hybrids must meet the requirements U.S. Fancy, U.S. No. 1, U.S. Combination or U.S. No. 2 for fresh plums and prunes, established by the responsible Department.",0,0
"In the presence of oxygen or air (21% O2), polymer chain scission leads to the formation of oxidative degradation products, which are primarily oxygenated volatile and semi-volatile organic compounds such as aldehydes, ketones, and carboxylic acids (13, 15, 17, 18, 19, 20, 21, 22).",0,0
"f) contain not more than 17.8% moisture or, if its container bears the word ""pasteurized"" or ""pasteurisé"", not more than 18.6% moisture;",0,0
Regularly monitor the addition of ingredients to ensure that the correct ingredients are added as indicated in the recipe and/or formulation.,0,0
"and
(c) if uncooked, contains at least 67% fish flesh by weight.",0,0
327 A cut from a beef carcass that is graded Canada AAA and that is exported in a container may be labelled with the expression “Canada Choice” or “Choix Canada” instead of the grade name.,0,0
(e) be free from bruises that individually exceed 13 mm (½ inch) in diameter;,1,1
Many processed fruits and vegetables are packaged and sold in a form that makes it appropriate to apply  the food group equivalent requirement to these kinds of food to ensure the product contains a meaningful amount of the fruit and/or vegetable.,0,0
"A fish stick or a fish finger is a uniform rectangular portion of breaded fish flesh that weighs at least 25 g and not more than 50 g and that

(a) is at least 10 mm thick and shaped so that the length is not less than three times the greatest width;",1,1
Monitor and test incoming materials to verify adherence to specifications.,0,0
"(c) fresh blueberries, fresh cantaloupes, fresh crabapples, fresh cranberries, fresh field rhubarb and fresh strawberries;",0,0
"Regularly monitor equipment and utensils (for example, mixers and blenders) to ensure that they are in good operating condition (for example, not showing signs of wear, no cracks) as part of an effective preventive maintenance program.",0,0
It may also be estimated using information on formulation or residual levels of the FCS in the food-contact article and the assumption of 100% migration of the FCS to food. ,0,0
"(b) honey that does not meet the requirements of the Regulations with respect to grade and that is sent or conveyed from one province to another, if it is labelled with the words “Substandard” or “sous-régulier”;",0,0
"Under Section 201(s) of the Food Additives Amendment to the Federal Food, Drug, and Cosmetic Act (the Act) of 1958, the definition of a food additive includes ""...any source of radiation intended for such use"".",0,0
(l) be free from sunscald;,0,0
"and

(c) be labelled, in accordance with the Compendium or the Grades Document, with the applicable grade name that is set out in the Compendium or the Grades Document.",0,0
"(c) be free from hail damage that
(i) has broken the skin,
(ii) has caused discolouration,
(iii) has caused an individual mark exceeding 3 mm (⅛ inch) in diameter, or
(iv) affects an aggregate area per apple exceeding 6 mm (¼ inch) in diameter;",1,1
"(b) in the case of peaches sold prior to August 15 in any year, have a minimum diameter of 54 mm (2 1/8 inches);",1,1
"and (k) be free from a combination of two or more defects referred to in paragraphs (f) to (i) that individually do not exceed their respective tolerances but that in combination affect the appearance, edibility or shipping quality of the apples.",1,0
(b) the food meets the requirements that are set out in the Compendium or the Grades Document in respect of the applicable grade of that food;,0,0
(d) must be ground to a smooth consistency and be uniform in colour;,0,0
"329 A livestock carcass or primal cut of a livestock carcass that is marked with a grade stamp, roller brand or yield stamp may bear another mark only if

(a) the mark is shown no more than once on the livestock carcass or once on each primal cut;",0,0
Crosslinking dominates under vacuum or an inert atmosphere. ,0,0
"307 The following foods for which grades are prescribed by these Regulations, if they are graded and sent or conveyed from one province to another, or imported or exported, must meet the requirements that are set out in the Compendium or the Grades Document in respect of the applicable grade of that food and must be labelled, in accordance with the Compendium or Grades Document, with the applicable grade name that is set out in the Compendium or Grades Document:

(a) a food referred to in paragraphs 306(2)(a), (c) and (d);",0,0
(d) meet the colour requirements set out in section 16;,0,0
"and (n) be free from any other damage or defect or combination of damage and defects that materially affects the appearance, edibility or shipping quality of the peaches.",0,0
"and

(d) a poultry carcass that is dressed or partially dressed.",0,0
(b) fresh fruits or vegetables that are exported;,0,0
"The recommended amount of fruits in the Healthy U.S.-Style Dietary Pattern at the 2,000-calorie level is 2 c-eq per day.",0,0
"i.e.,the sodium content must be no greater than 10 percent DV per RACC and the saturated fat content must be no greater than 5 percent DV per RACC, as many vegetable products in the food supply contain some sodium and added fats for taste, processing, and preservation.",0,0
"Check temperature of incoming liquid whole egg at receiving (for example, 4°C or less).",0,0
Canadian dairy processors wishing to import raw milk or cream into Canada to be processed into dairy products and subsequently re-exported from Canada must be federally registered or licensed under the Safe Food for Canadians Regulations (SFCR).,0,0
(b) be sound and free from dried grapes;,0,0
