,sentence,label,paragraph_id
202,"(b) in the case of a tray with an overwrap or an egg carton of eggs graded Canada C or Canada Nest Run, 1.5 mm;","overall, data, label data, measurement, size",126
203,"(c) in the case of a container, other than a tray with an overwrap or an egg carton, that contains eggs graded Canada A or Canada B, 6 mm for the word “Canada” and 13 mm for “A” or “B”;","overall, data, label data, measurement, size",126
204,"and (d) in the case of a container, other than a tray with an overwrap or an egg carton, that contains eggs graded Canada C or Canada Nest Run, 13 mm.","overall, data, label data, measurement, size",126
205,316 Eggs that are graded Canada A must be labelled with any applicable size designation that is set out in the Compendium.,"overall, data, label data",127
206,The size designation must be shown on the container in close proximity to the grade name.,"overall, data, label data",128
207,317 Prepackaged fish that is sent or conveyed from one province to another or that is imported or exported must be labelled with any applicable class and size designation that is set out in the Compendium.,"overall, data, label data",129
208,The class name or size designation must be shown in close proximity to the grade name and in characters that are at least 3.2 mm in height.,"overall, data, label data, measurement, size",130
209,"318 If consumer prepackaged fish that is labelled in accordance with these Regulations is placed inside of a second container and the resulting product is consumer prepackaged fish, the second container is not required to be labelled with the grade name.","overall, data, label data",131
210,319 The grade name of prepackaged fish must be shown in characters that are at least 3.2 mm in height if the declaration of net quantity is 900 g or less.,"overall, data, label data, measurement, size, mass",132
211,"320 (1) The grade name of prepackaged fresh fruits or vegetables, other than consumer prepackaged fresh fruits or vegetables, must be shown
(a) on any surface of the container, except the bottom;","overall, data, label data",133
212,and (b) in characters of at least the minimum character height that is set out in column 2 of Schedule 6 for the area of a principal display surface that is set out in column 1.,"overall, data, label data",133
213,"(2) Despite subsection (1), the grade name of prepackaged fresh fruits or vegetables, other than consumer prepackaged fresh fruits or vegetables, may, if the container is a reusable plastic container, be in characters that are at least 1.6 mm in height.","overall, data, label data, measurement, size",134
214,"(3) If prepackaged fresh fruits or vegetables that are labelled in accordance with these Regulations are placed inside of a second container and the resulting product is prepackaged fresh fruits or vegetables, other than consumer prepackaged fresh fruits or vegetables, the second container is not required to be labelled with the grade name if the grade name is readily discernible and legible without having to open the second container and the grade name is not obscured by the second container.","overall, data, label data",135
215,"321 Fresh fruits or vegetables that are sent or conveyed from one province to another or imported must be labelled with the applicable size designation that is set out in the Compendium, if any.","overall, data, label data, measurement, size",136
216,"The size designation must
(a) be shown in close proximity to the grade name;","overall, data, label data",137
217,"(b) in the case of prepackaged fresh fruits or vegetables, other than consumer prepackaged fresh fruits or vegetables,
(i) if their container is a reusable plastic container, be shown in characters that are at least 1.6 mm in height, or","overall, data, label data, measurement, size",137
218,"(ii) if their container is not a reusable plastic container, be shown in characters of at least the minimum character height that is set out in paragraph 320(1)(b) for the grade name;","overall, data, label data, measurement, size",137
219,"and (c) in the case of consumer prepackaged fresh fruits or vegetables, be shown in characters of at least the minimum character height that is set out in column 2 of Schedule 6 for the area of a principal display surface that is set out in column 1.","overall, data, label data, measurement, size",137
220,322 (1) A processed fruit or vegetable product that is sent or conveyed from one province to another or that is imported or exported must be labelled with any applicable size designation that is set out in the Compendium.,"overall, data, label data, size",138
221,The size designation must be shown in close proximity to the grade name in characters that are at least 1.6 mm in height.,"overall, data, label data, measurement, size",139
222,"(2) Despite subsection (1), green or wax beans, peas, lima beans, asparagus tips or spears, whole white potatoes, whole carrots or cut carrots-whole style that are in a hermetically sealed package and have not been size graded or that are not all of the same size may be labelled, as the case may be, with the expression
(a) “Ungraded as to Size” or “non calibré”;","overall, data, label data, size",140
223,or (b) “Assorted Sizes” or “grosseurs assorties” or “Mixed Sizes” or “grosseurs mixtes”.,"overall, data, label data, size",140
224,"323 The grade name of prepackaged honey, other than consumer prepackaged honey, must be shown
(a) on at least one side or one end of the container;","overall, data, label data",141
225,and (b) in characters that are at least 9.5 mm in height.,"overall, data, label data, measurement, size",141
226,324 Honey that is sent or conveyed from one province to another or that is imported or exported must be labelled with any applicable colour class that is set out in the Compendium.,"overall, data, label data, colour",142
227,"The colour class must be shown on the container, in close proximity to the grade name,
(a) in the case of consumer prepackaged honey, in characters that are of at least the minimum character height that is set out in column 2 of Schedule 6 for the area of a principal display surface that is set out in column 1;","overall, data, label data, measurement, colour",143
228,"or (b) in the case of prepackaged honey other consumer prepackaged honey, in the manner set out in paragraphs 323(a) and (b).","overall, data, label data",143
229,"325 Maple syrup that is graded Canada Grade A and is sent or conveyed from one province to another or exported, or that is graded Grade A and is imported, must be labelled with the applicable colour class that is set out in the Compendium.","overall, data, label data, colour",144
230,The colour class must be shown on the container in characters of at least the minimum character height that is set out in column 2 of Schedule 6 for the area of a principal display surface that is set out in column 1.,"overall, data, label data, measurement, colour",145
231,326 A grade name that is applied to a prepackaged primal cut or sub-primal cut of a beef carcass must correspond to the grade of the beef carcass from which it is cut.,"overall, data, label data",146
232,327 A cut from a beef carcass that is graded Canada AAA and that is exported in a container may be labelled with the expression “Canada Choice” or “Choix Canada” instead of the grade name.,"overall, data, label data",147
233,"328 (1) A grade stamp, roller brand or yield stamp must not be removed from a livestock carcass or a primal cut of a livestock carcass unless the removal is at the direction of and under the supervision of a grader or the livestock carcass or primal cut is being trimmed for further processing.","overall, data, non-label data",148
234,"(2) If fat that is marked with a grade stamp, roller brand or yield stamp is removed from a livestock carcass or a primal cut, the fat must be disposed of under a grader’s supervision unless the fat is
(a) reapplied to the same livestock carcass or primal cut from which it was removed;",overall,149
235,"or (b) applied, under a grader’s supervision, to another livestock carcass or primal cut that bears the same grade stamp, roller brand or yield stamp.",overall,149
236,"(3) If the carcass referred to in paragraph (2)(b) is a beef carcass that is graded Canada A, Canada AA, Canada AAA or Canada Prime, the fat must be applied to the rib of the carcass.","overall, data, label data",150
237,"329 A livestock carcass or primal cut of a livestock carcass that is marked with a grade stamp, roller brand or yield stamp may bear another mark only if
(a) the mark is shown no more than once on the livestock carcass or once on each primal cut;",overall,151
238,(b) the mark is shown alone or in combination with a date;,"overall, time constraint",151
239,"(c) the size in height and width of the mark or, if a date is shown, of the mark and date in combination does not exceed 76 mm;","overall, measurement, size",151
240,"and (d) the mark and any date do not touch the grade stamp, the roller brand or the yield stamp.",overall,151
241,"330 (1) The grade name of a poultry carcass must be shown
(a) in the case of a poultry carcass that is individually packaged, on the part of the package that lies on or over the anterior centre of the breast of the poultry;","overall, data, label data",152
242,"and (b) in the case of a poultry carcass that is not individually packaged, on a tag that is attached to the V of the wishbone of the carcass.","overall, data, label data",152
243,"(2) The grade name of a poultry carcass must be shown in characters that are
(a) in the case of poultry carcass that is not individually packaged or is in a container labelled “not for further processing” or « aucune transformation ultérieure » and individually wrapped, at least 1.5 mm in height;","overall, data, label data, measurement, size",153
244,"(b) in the case of a consumer prepackaged poultry carcass graded Canada A or Canada C that has a net weight of 1 kg or less, at least 3 mm in height;","overall, data, label data, measurement, size, mass",153
245,"(c) in the case of a consumer prepackaged poultry carcass graded Canada A or Canada C that has a net weight of more than 1 kg but not more than 5 kg, at least 6 mm in height;","overall, data, label data, measurement, size, mass",153
246,"(d) in the case of a consumer prepackaged poultry carcass graded Canada A or Canada C that has a net weight of more than 5 kg, at least 9 mm in height;","overall, data, label data, measurement, size, mass",153
247,"(e) in the case of a consumer prepackaged poultry carcass graded Canada Utility that has a net weight of 5 kg or less, at least 3 mm in height;","overall, data, label data, measurement, size, mass",153
248,"(f) in the case of a consumer prepackaged poultry carcass graded Canada Utility that has a net weight of more than 5 kg, at least 5 mm in height;","overall, data, label data, measurement, size, mass",153
249,"and (g) in the case of a prepackaged poultry carcass, other than a consumer prepackaged poultry carcass, at least 6 mm in height.","overall, data, label data, measurement, size",153
250,331 Only graded poultry carcasses that are dressed or partially dressed and that have the same common name may be packaged in the same container.,"overall, data, label data",154
251,"332 (1) A licence holder may grade an egg only if the egg
(a) is edible;",overall,155
252,(b) does not emit an abnormal odour;,overall,155
253,(c) is not mouldy;,overall,155
254,(d) has not been in an incubator;,overall,155
255,(e) does not have any internal defect;,overall,155
256,and (f) is of a usual colour.,"overall, measurement, colour",155
257,"(2) Despite paragraph (1)(e), a licence holder may grade and apply the grade name Canada C to an egg that has a particle of the oviduct or a blood spot neither of which exceeds 3 mm in diameter.","overall, data, label data, measurement, size",156
258,"333 (1) Ungraded eggs that are received at an establishment where eggs are graded by a licence holder must be graded and labelled with the applicable grade name that is set out in the Compendium or, if they do not meet the requirements in respect of any grade that are set out in these Regulations, they must be rejected.","overall, data, label data",157
259,(2) Eggs that are rejected must be destroyed or be placed in a container that is labelled with the words “Rejects” and “rejetés”.,"overall, data, label data",158
260,"334 A grader may grade a livestock carcass in an establishment that is identified in a licence or in a provincial establishment if one of the following persons has requested in writing that the carcass be graded:
(a) any person who is in authority in the establishment;","overall, data, non-label data",159
261,(b) any producer;,"overall, data, non-label data",159
262,or (c) the person who is in possession of the livestock carcass.,"overall, data, non-label data",159
263,"52 Any sanitizer, agronomic input or non-food chemical agent that is in an establishment must
(a) be properly and clearly identified;","overall, data, non-label data",160
264,(b) be suitable for its intended use and not present a risk of contamination of a food;,overall,160
265,and (c) be handled and used in a manner that does not present a risk of contamination of a food and that is in accordance with any manufacturer’s instructions.,overall,160
266,"53 Any conveyance or equipment that is used in the manufacturing, preparing, storing, packaging or labelling of a food or in the slaughtering of a food animal must
(a) be appropriate for the food or the food animal, as the case may be, and for the activity being conducted;",overall,161
267,"
(b) be designed, constructed and maintained to prevent contamination of the food;",overall,161
268,"
(c) be constructed of, and maintained using, materials that are suitable for their intended use and, if those materials present a risk of contamination of the food, that are
(i) corrosion-resistant,
(ii) durable,
(iii) capable of withstanding repeated cleaning and, if necessary to prevent contamination of the food, repeated sanitizing, unless the equipment is intended for a single use, and
(iv) free of any noxious constituent;",overall,161
269,"
(d) be equipped with instruments to control, indicate and record any parameters that are necessary to prevent contamination of the food;","overall, data, non-label data",161
270,"
(e) function as intended;",overall,161
271,"
(f) be accessible and, if necessary for its cleaning, sanitizing, maintenance or inspection, able to be easily disassembled;",overall,161
272,"
(g) be used, maintained and, if necessary, calibrated in accordance with the manufacturer’s instructions and in a manner that does not present a risk of contamination of the food;",overall,161
273,"
and (h) have surfaces that, if they come into contact with a food, are smooth, free from pitting, cracks and flakes and non-absorbent, except when the surface does not present a risk of contamination of the food.",overall,161
274,"5. The grades and requirements set out in sections 6 to 18 apply to apples of varieties grown from Malus domestica or Malus communis, except for miniature apples, such as Lady apples, of a diameter of 51 mm (2 inches) or less.","overall, measurement, size",162
275,"The grades and grade names for apples are Canada Extra Fancy, Canada Fancy, Canada Commercial, Canada Hailed, Canada Commercial Cookers, Canada No. 1 Peelers and Canada No. 2 Peelers","overall, data, label data",163
276,"7. (1) In this section, ""sized"" means that the apples
(a) have a minimum diameter of 60 mm (2 ⅜ inches);","overall, measurement, size",164
277,"(b) in the case of tiered apples, are packaged by count and
(i) if they are of the box count size 100 or of a larger size, do not vary in diameter by more than 8 mm (5/16 inch) in any one package, or
(ii) if they are of a smaller size than the box count size 100, do not vary in diameter by more than 6 mm (¼ inch) in any one package;","overall, measurement, size",164
278,"or (c) in the case of untiered apples, are packaged in accordance with one of the following diameter size ranges, namely,
(i) 60 mm (2 ⅜ inches) to 63 mm (2 ½ inches),
(ii) 60 mm (2 ⅜ inches) to 70 mm (2 ¾ inches),
(iii) 60 mm (2 ⅜ inches) and up,
(iv) 63 mm (2 ½ inches) to 70 mm (2 ¾ inches),
(v) 63 mm (2 ½ inches) to 76 mm (3 inches),
(vi) 63 mm (2 ½ inches) and up,
(vii) 70 mm (2 ¾ inches) to 76 mm (3 inches),
(viii) 70 mm (2 ¾ inches) and up, or
(ix) 76 mm (3 inches) and up.","overall, measurement, size",164
279,"(2) In addition to the requirements for each grade and subject to the general tolerances set out in subsections 19(1) and 19(3), apples of all grades, other than Canada Commercial Cookers, Canada No. 1 Peelers and Canada No. 2 Peelers must
(a) be properly packaged;",overall,165
280,"
(b) be hand-picked, of one variety and sized;","overall, measurement, size",165
281,"
(c) be mature, clean and sound;",overall,165
282,"
(d) meet the colour requirements set out in section 16;","overall, measurement, colour",165
283,"
(e) have the colour intensity set out in section 17;","overall, measurement, colour",165
284,"
(f) be free from bruises that are soft;","overall, measurement, firmness",165
285,"
(g) be free from skin punctures that exceed the tolerances set out in Columns 2 and 3 of an item of the Table of Tolerances for Skin Punctures in Apples in Trays or Cells or the Table of Tolerances for Skin Punctures in Apples in Retail Bulk Displays or in Containers Other Than Trays or Cells to section 18 for the grade set out in Column 1 of that item and the type of package or display set out in the title of one of the tables;","overall, measurement, firmness",165
286,"
(h) be free from limb rub that is soft;","overall, measurement, firmness",165
287,"
(i) when the apples, with the exception of apples of the Fuji variety, are sold after January 31 following the year in which they were harvested, be free from watercore
(i) existing around the core and extending to the circular area formed by the vascular bundles,
(ii) surrounding the vascular bundles, where the affected areas surrounding three or more adjacent vascular bundles meet or coalesce, or
(iii) existing to more than a slight degree outside the circular area formed by the vascular bundles;","overall, time constraint, measurement, water content",165
288,"
(j) be free from insect larvae and red banded leaf roller damage;","overall, pathogen",165
289,"
and (k) be free from a combination of two or more defects referred to in paragraphs (f) to (i) that individually do not exceed their respective tolerances but that in combination affect the appearance, edibility or shipping quality of the apples.","overall, measurement, firmness, water content",165
290,"(3) In addition to the requirements for each grade, untiered apples of all grades must have the diameter size range of the apples as set out in paragraph (1)(c) shown on the container's label unless the container","overall, data, label data, measurement, size",166
291,(a) is transparent;,,166
292,(b) is an open basket having a capacity of 12.5 L or less;,,166
293,or (c) contains apples of Canada Commercial Cookers grade.,"overall, data, label data",166
294,"8. (1) In addition to meeting the requirements for all grades set out in section 7, apples graded Canada Extra Fancy must
(a) be smooth and well formed;",overall,167
295,"(b) be free from bruises that
(i) individually exceed 19 mm (¾ inch) in diameter, or
(ii) affect an aggregate area per apple exceeding 25 mm (1 inch) in diameter;","overall, measurement, size",167
296,"(c) be free from hail damage that
(i) has broken the skin,
(ii) has caused discolouration,
(iii) has caused an individual mark exceeding 3 mm (⅛ inch) in diameter, or
(iv) affects an aggregate area per apple exceeding 6 mm (¼ inch) in diameter;","overall, measurement, size",167
297,"(d) be free from limb rub that
(i) is depressed,
(ii) in the case of apples of the Red Delicious variety, affects an aggregate area per apple exceeding 13 mm (½ inch) in diameter, or
(iii) in the case of apples of varieties other than Red Delicious, affects an aggregate area per apple exceeding 6 mm (¼ inch) in diameter;","overall, measurement, size",167
298,"(e) be free from russeting that
(i) is within the stem cavity or calyx basin and is rough and readily apparent and materially affects the appearance of an apple, or
(ii) is outside the stem cavity or calyx basin and is
(A) rough and affects an aggregate area per apple exceeding 6 mm (¼ inch) in diameter,
(B) slightly rough and affects an aggregate area per apple exceeding 13 mm (½ inch) in diameter,
(C) smooth and solid and in the aggregate affects more than 5% of the surface area of an apple, or
(D) smooth and net-like and in the aggregate affects more than 10% of the surface area of an apple;","overall, measurement, size",167
299,"(f) be free from scab, including pinpoint scab;",overall,167
300,"(g) when the apples are sold before January 1 following the year in which they were harvested, be free from storage scald;","overall, time constraint",167
301,"(h) when the apples are sold after December 31 following the year in which they were harvested, be free from storage scald that affects more than
(i) 15% of the surface area of an apple, or
(ii) 10%, by count, of the apples in a lot;","overall, time constraint, measurement, size, mass",167
302,"(i) be free from insect damage of any of the following types, namely,
(i) pansy spot that affects an aggregate area per apple exceeding 13 mm (½ inch) in diameter,
(ii) insect damage other than pansy spot, or
(iii) scale and scale spots that
(A) exceed two per apple, or
(B) affect more than 5%, by count, of the apples in a lot;","overall, measurement, size, mass",167
303,(j) be free from insects and disease;,"overall, pathogen",167
304,"(k) be free from Jonathan spot, drought spot or marks resembling drought spot;",overall,167
305,(l) be free from sprayburn and sunscald;,overall,167
306,(m) be free from skin breaks at the stem;,overall,167
307,(n) be free from a combination of two or more defects referred to in paragraphs (b) to (i) that individually do not exceed their respective tolerances but that in combination exceed the greatest area tolerance set out in any of those paragraphs;,"overall, measurement, size",167
308,"and (o) be free from any other damage or defect or combination of damage and defects that affects the appearance, edibility or shipping quality of the apples.",overall,167
309,"(2) Despite paragraph 7(2)(b), apples of different varieties packaged in approximately equal proportions in packages not exceeding a capacity of 20 kg (44 lb) and labelled with the words ""Gift Pack"", ""Combination Pack"" or ""Variety Pack"", that in all other respects meet the requirements for Canada Extra Fancy grade, may be designated as Canada Extra Fancy.","overall, data, label data, measurement, mass",168
310,"The rule requires that measures designed to prevent Salmonella Enteritidis be adopted by virtually all egg producers with 3,000 or more laying hens whose shell eggs are not processed with a treatment, such as pasteurization, to ensure their safety.","overall, pathogen, measurement",169
311,"Infected individuals may suffer mild to severe gastrointestinal illness, short term or chronic arthritis, or even death.","overall, pathogen",170
312,Implementing the preventive measures would reduce the number of Salmonella Enteritidis infections from eggs by nearly 60 percent.,"overall, pathogen",171
313,"The rule requires that measures designed to prevent Salmonella Enteritidis be adopted by virtually all egg producers with 3,000 or more laying hens whose shell eggs are not processed with a treatment, such as pasteurization, to ensure their safety.","overall, pathogen, measurement, size",172
314,"As described in our 2007 chemistry guidance, the concentration of an FCS in the daily diet may be determined from measured levels in food or in food simulants.","overall, data, measurement, mass",173
315,It may also be estimated using information on formulation or residual levels of the FCS in the food-contact article and the assumption of 100% migration of the FCS to food.,"overall, data, non-label data",174
316,"Test protocols (including those in our 2007 chemistry guidance) recommend the use of 10% ethanol as a food simulant for aqueous and acidic foods (i.e., Food Types I, II, IV-B, VI-B, and VII-B, including milk products identified as oil-in-water emulsions (Food Type IV-B)).","overall, data, non-label data",175
317,"Recently, studies conducted in conjunction with the “Food Migrosure” migration modeling project suggest that 50% ethanol might be a more appropriate general simulant for liquid dairy products because it more closely tracks the actual migration levels of many dairy products.","overall, data, non-label data, measurement, water content",176
318,"As such, we consider 50% ethanol as a generally appropriate simulant for infant formula (liquid or otherwise reconstituted) and human milk.","overall, measurement",177
319,"We also consider 50% ethanol as a generally accepted simulant for non-dairy based infant formulas, such as soy-based infant formulas, since the fat content of such formulas is similar to the fat content of milk-based infant formulas.","overall, measurement, water content",178
320,"Fresh grapes of varieties grown from Vitis vinifera or Vitis labrusca and their hybrids must meet the requirements of one of the grades for grapes, other than a processing or freezing grade, established by the responsible Department.","overall, data, label data",179
321,"Fresh peaches of varieties grown from Prunus persica must:
(a) meet the requirements of U.S. Fancy, U.S. Extra No. 1, U.S. No. 1 or U.S. No. 2, for peaches, other than for canning, freezing, or pulping, established by the responsible Department, except for minimum diameter;","overall, data, non-label data",180
322,"(b) in the case of peaches sold prior to August 15 in any year, have a minimum diameter of 54 mm (2 1/8 inches);","overall, measurement, size, time constraint",180
323,"or (c) in the case of peaches sold on or after August 15 of any year, have a minimum diameter of 57 mm (2 1/4 inches).","overall, measurement, size, time constraint",180
324,"Fresh pears of varieties grown from Pyrus communis must:
(a) meet the requirements of U.S. No. 1, U.S. Combination or U.S. No. 2 for summer and fall pears or U.S. Extra No. 1, U.S. No. 1, U.S. Combination or U.S. No. 2 for winter pears, established by the responsible Department;","overall, data, label data",181
325,(b) have not more than 5% of the pears affected by condition defects after storage or transit;,"overall, measurement, mass",181
326,and (c) have not more than 3% of the condition defects referred to in paragraph (b) attributable to decay or internal breakdown.,"overall, measurement, mass",181
327,"Fresh plums and fresh prunes, of varieties grown from Prunus domestica, Prunus insititia or Prunus salicina and their hybrids must meet the requirements U.S. Fancy, U.S. No. 1, U.S. Combination or U.S. No. 2 for fresh plums and prunes, established by the responsible Department.","overall, data, label data",182
328,"Fresh field rhubarb of varieties grown from Rheum rhaponticum, except rhubarb grown under protective covering, must, where a grade name is applied to, or used in connection with the fresh field rhubarb, meet the requirements for that grade established by the responsible Department.","overall, data, label data",183
329,"Fresh strawberries of varieties grown from the genus Fragaria must, where a grade name is applied to, or used in connection with, the fresh strawberries, meet the requirements for that grade established by the responsible Department.","overall, data, label data",184
330,"Fresh green asparagus of varieties grown from Asparagus officinalis must:
(a) meet the requirements of U.S. No. 1 or U.S. No. 2 for fresh asparagus, other than a processing grade, established by the responsible Department, except for colour;","overall, data, non-label data",185
331,and (b) have not more than 5% by count of the asparagus be white in colour over more than 15% of its stalk length.,"overall, measurement, colour, size, mass",185
332,"Fresh topped beets of varieties grown from Beta vulgaris must:
(a) meet the requirements of U.S. No. 1 or U.S. No. 2 for topped beets, other than a processing grade, established by the responsible Department, except for minimum diameter;","overall, data, non-label data",186
333,and (b) have a minimum diameter of 32 mm (1 1/2 inches).,"overall, measurement, size",186
334,"Fresh topped carrots of varieties grown from Daucus carota must:
(a) meet the requirements of U.S. Extra No. 1, U.S. No. 1, U.S. No. 1 Jumbo or U.S. No. 2 for topped carrots, other than a processing grade, established by the responsible Department, except for minimum diameter and minimum length;","overall, data, non-label data",187
335,"and (b) in the case of carrots other than the ""Baby"", ""Mini"", ""Finger"" or ""Cocktail"" types, have a minimum diameter of 19 mm (3/4 inch) and a minimum length of 114 mm (4 1/2 inches).","overall, measurement, size",187
336,"Obtain a guarantee from supplier(s) that incoming materials and ingredients (for example, eggs, flour, spices, other dry ingredients, liquid whole egg and packaging materials) meet the manufacturer's purchase specifications (for example, the supplier provides a Letter of Guarantee).","overall, data, non-label data",188
337,"Inspect each carrier prior to receiving incoming materials and ingredients to ensure that no conditions exist (for example, unclean vehicle, state of disrepair, acceptable temperatures) that could have resulted in contamination.","overall, data, non-label data, measurement, temperature",189
338,"Check temperature of incoming liquid whole egg at receiving (for example, 4°C or less).","overall, measurement, temperature",190
339,"Obtain a Certificate of Analysis for each lot of flour or other ingredients at risk (for example, spices and liquid whole egg) to confirm that they do not contain Salmonella spp., pathogenic strains of E. coli or pose any other microbial hazard.","overall, data, non-label data, measurement, pathogen",191
340,Inspect all incoming ingredients and materials at receiving to confirm purchase specifications are met.,"overall, data, non-label data",192
341,Do not accept and/or use incoming ingredients and materials that do not meet specifications.,overall,193
342,"At a scheduled frequency, analyze representative samples of incoming ingredients and materials to verify the accuracy of Certificates of Analysis and/or that the incoming ingredients and materials meet purchase specifications as indicated in Letter(s) of Guarantee.","overall, data, non-label data, time constraint",194
343,Monitor labelling procedures regularly to ensure that the label has the correct list of ingredients and that the correct label is applied to the correct product.,"overall, data, label data",195
344,"Incorporate measures that minimize microbial growth (for example, pH, water activity (aW), preservatives) into the product formulation.","overall, measurement, pathogen, water content",196
345,Obtain a guarantee from the supplier(s) that the chocolate blocks and packaging materials provided meet your purchase specifications (for example the supplier provides a Letter of Guarantee).,"overall, data, non-label data",197
346,"Obtain a certificate of analysis for each lot of ingredients to confirm that they do not contain microbial hazards (for example, Salmonella spp.)","overall, data, non-label data, measurement, pathogen",198
347,Inspect all incoming ingredients and materials at receiving to confirm that purchase specifications are met.,"overall, data, non-label data",199
348,Control temperature/humidity and storage practices to minimize growth of pathogenic microorganisms.,"overall, measurement, temperature, water content, pathogen",200
349,Store treated and untreated spices separately.,overall,201
350,"Lobster meat must be free from the stomach, intestinal tract, gills, cartilage, shell particles, liver and roe.",,202
351,"If cooked lobster meat is to be sold as unfrozen lobster meat, it must be chilled immediately after being packaged and be maintained at a temperature of 2°C or less and remain unfrozen.","overall, temperature, time constraint",203
352,"If cooked lobster meat is to be sold as frozen lobster meat, it must be frozen immediately after being packaged and be maintained at a temperature of -18°C or less.","overall, time constraint, measurement, temperature",204
353,"Lobster Cocktail in a hermetically sealed package must
(a) be prepared from clean, sound lobster meat that is free from inedible parts, in combination with fresh, well-washed cod, haddock, hake, cusk or any combination of them;",overall,205
354,and (b) contain more than 50% lobster meat by drained weight.,"overall, measurement, mass",205
355,"Lobster Paste in a hermetically sealed package
(a) must be prepared from clean, sound lobster liver;",overall,206
356,"(b) may contain clean, sound lobster meat and roe;",overall,206
357,(c) must be free from inedible parts;,overall,206
358,(d) must be ground to a smooth consistency and be uniform in colour;,"overall, measurement, colour",206
359,"and (e) may contain spices, colouring agents and not more than 2% filler by weight of the finished paste.","overall, measurement, mass",206
360,A fish stick or a fish finger is a uniform rectangular portion of breaded fish flesh that weighs at least 25 g and not more than 50 g and that,"overall, measurement, mass",207
361,(a) is at least 10 mm thick and shaped so that the length is not less than three times the greatest width;,"overall, measurement, size",207
362,"(b) if cooked, contains at least 60% fish flesh by weight;","overall, measurement, mass",207
363,"and (c) if uncooked, contains at least 67% fish flesh by weight.","overall, measurement, mass",207
364,"A portion of breaded fish flesh that weighs more than 50 g must
(a) if cooked, contain at least 66.67% fish flesh by weight;","overall, measurement, mass",208
365,"and
(b) if uncooked, contain at least 75% fish flesh by weight.","overall, measurement, mass",208
366,"Prepackaged fish and chips must contain french fried potatoes, at least 45% battered fish by weight and at least 25% fish flesh by weight.","overall, data, label data, measurement, mass",209
367,"Breaded scallops must
(a) if cooked, contain at least 60% scallop meat by weight;","overall, measurement, mass",210
368,"and (b) if uncooked, contain at least 67.5% scallop meat by weight.","overall, measurement, mass",210
369,"306 (1) Any eggs, fish, fresh fruits or vegetables, processed fruit or vegetable products, honey, maple syrup or beef carcass in respect of which grades are prescribed by these Regulations that are sent or conveyed from one province to another or that are imported or exported must
(a) be graded;","overall, data, non-label data",211
370,(b) meet the requirements that are set out in the Compendium or the Grades Document in respect of the applicable grade of that food;,"overall, data, non-label data",211
371,"and (c) be labelled, in accordance with the Compendium or the Grades Document, with the applicable grade name that is set out in the Compendium or the Grades Document.","overall, data, label data",211
372,54. The grades and requirements set out in sections 55 to 58 apply to grapes of varieties grown from Vitis vinifera or Vitis labrusca and their hybrids.,"overall, data, non-label data",212
373,"63. (1) In this section, ""sized"" means the peaches in a package do not vary in diameter by more than 6 mm (¼ inch). (calibrées)","overall, measurement, size",213
374,"(2) In addition to meeting the requirements for all grades set out in section 62, peaches graded Canada No. 1 must
(a) be fairly clean;",,214
375,(b) be well formed and sized;,"overall, measurement, size",214
376,(c) be free from growth cracks and split pits;,,214
377,(d) be free from hail marks;,,214
378,(e) be free from skin punctures or breaks;,,214
379,(f) be free from bruises that affect an aggregate area per peach exceeding 19 mm (¾ inch) in diameter;,"overall, measurement, size",214
380,"(g) be free from marks that are caused by limb rub and that
(i) exceed three per peach, or
(ii) affect an aggregate area per peach exceeding 13 mm (½ inch) in diameter;","overall, measurement, size",214
381,"(h) be free from russeting that is
(i) rough,
(ii) dark in colour and affects an aggregate area per peach exceeding 13 mm (½ inch) in diameter, or
(iii) fine, light in colour and affects more than 15% of the surface area of a peach;","overall, measurement, size, colour",214
382,"(i) be free from plant bug damage that
(i) is sunken or pitted,
(ii) has deformed a peach, or
(iii) affects an aggregate area per peach exceeding 13 mm (½ inch) in diameter;","overall, measurement, size",214
383,(j) be free from insect damage other than plant bug damage and be free from disease;,"overall, pathogen",214
384,(k) be free from gum;,,214
385,(l) be free from sunscald;,,214
386,(m) be free from a combination of two or more defects referred to in paragraphs (f) to (i) and 62(2)(e) that individually do not exceed their respective tolerances but that in combination exceed the greatest area tolerance set out in any of those paragraphs;,"overall, measurement, size",214
387,"and (n) be free from any other damage or defect or combination of damage and defects that materially affects the appearance, edibility or shipping quality of the peaches.",,214
388,Vibrio parahaemolyticus (Vp) can cause food-borne illness in humans.,"overall, pathogen",215
389,Vibrio parahaemolyticus (Vp) is a food-borne pathogen that is commonly found in shellfish such as oysters.,"overall, data, pathogen",216
390,"Vibrio parahaemolyticus (Vp) has been linked to gastroenteritis (""stomach flu"") outbreaks associated with people consuming shellfish that is raw or insufficiently cooked.","overall, pathogen",217
391,Vibrio parahaemolyticus (Vp) can increase in numbers to a level that cause gastroenteritis when the water temperature is at 15°C or higher.,"overall, pathogen, temperature",218
392,Vibrio parahaemolyticus (Vp) can grow at temperatures as low as 5°C and as high as 43°C under very specific conditions of pH and salinity;,"overall, pathogen, measurement, temperature",219
393,Vibrio parahaemolyticus (Vp) can grow at temperatures as low as 5°C and as high as 43°C under very specific conditions of pH and salinity;,"overall, pathogen, measurement, temperature",220
